id,module,subtype,difficulty,text,target,display,distractor_1,distractor_2,distractor_3,distractor_family,weight,enabled,answer_correct,construction_id,cluster_family,cluster_surface,frame,subject,clitic_1,clitic_2,clitic_3,semantic_type,acoustic_tags,contrast_1,contrast_2,contrast_3,notes
PC_0744,Y_CLUSTER,Y_TOPIC,D1,Vous y croyez vraiment ?,您真的相信这件事吗？,您真的相信这件事吗？,他们真的相信这件事吗？,您真的怀疑这件事吗？,您真的相信那些人吗？,SUBJECT|POLARITY|SEMANTIC,1.0,1,您真的相信这件事吗？,CROIRE_A,SINGLE_Y,y,PRESENT,VOUS,Y,,,TOPIC,,SUBJECT,POLARITY,SEMANTIC,seed=PC_0072; context=NONE
PC_0745,Y_CLUSTER,Y_LOCATION,D1,Il y travaille depuis un an.,他在那里工作一年了,他在那里工作一年了,我在那里工作一年了,他在那里住了一年,他在那里工作一个月了,SUBJECT|LEXICAL|DURATION,1.0,1,他在那里工作一年了,TRAVAILLER_A_LIEU,SINGLE_Y,y,PRESENT,IL,Y,,,LOCATION,,SUBJECT,LEXICAL,DURATION,seed=PC_0073; context=NONE
PC_0746,Y_CLUSTER,Y_LOCATION,D1,On y retourne demain.,我们明天再去那里,我们明天再去那里,他们明天再去那里,我们明天从那里回来,我们今天再去那里,SUBJECT|DIRECTION|ADJUNCT,1.0,1,我们明天再去那里,RETOURNER_A_LIEU,SINGLE_Y,y,PRESENT,ON,Y,,,LOCATION,,SUBJECT,DIRECTION,ADJUNCT,seed=PC_0074; context=NONE
PC_0747,Y_CLUSTER,COD_Y,D4,Je l'y ai mis.,我把它放那里了,我把它放那里了,我把它放这里了,我把这些放那里了,他把它放那里了,LOCATION|COD_NUMBER|SUBJECT,1.6,1,我把它放那里了,METTRE_QCH_A_LIEU,COD_Y,l'y,PASSE_COMPOSE,JE,LE_LA,Y,,LOCATION,L_Y_AI,LOCATION,COD_NUMBER,SUBJECT,seed=PC_0075; context=NONE
PC_0748,Y_CLUSTER,COD_Y,D4,Elle l'y a laissé.,她把它留在那里了,她把它留在那里了,她把它留在这里了,她把这些留在那里了,我把它留在那里了,LOCATION|COD_NUMBER|SUBJECT,1.6,1,她把它留在那里了,LAISSER_QCH_A_LIEU,COD_Y,l'y,PASSE_COMPOSE,ELLE,LE_LA,Y,,LOCATION,L_Y_A,LOCATION,COD_NUMBER,SUBJECT,seed=PC_0076; context=NONE
PC_0749,Y_CLUSTER,COD_Y,D4,Nous les y avons trouvés.,我们在那里找到了他们,我们在那里找到了他们,我们在这里找到了他们,我们在那里找到了他,他们在那里找到了我们,LOCATION|COD_NUMBER|ROLE_REVERSAL,1.4,1,我们在那里找到了他们,TROUVER_QN_A_LIEU,COD_Y,les y,PASSE_COMPOSE,NOUS,LES,Y,,LOCATION_PERSON,LES_Y_AVONS,LOCATION,COD_NUMBER,ROLE_REVERSAL,seed=PC_0077; context=NONE
PC_0750,Y_CLUSTER,OBJ_Y,D4,Il nous y a conduits.,他把我们带到那里了,他把我们带到那里了,他把他们带到那里了,他把我们带到这里了,我们把他带到那里了,PERSON|LOCATION|ROLE_REVERSAL,1.4,1,他把我们带到那里了,CONDUIRE_QN_A_LIEU,OBJ_Y,nous y,PASSE_COMPOSE,IL,NOUS,Y,,LOCATION_PERSON,NOUS_Y_A,PERSON,LOCATION,ROLE_REVERSAL,seed=PC_0078; context=NONE
PC_0751,Y_CLUSTER,OBJ_Y,D3,Je vous y retrouverai.,我会在那里跟您会合,我会在那里跟您会合,我会在那里跟他们会合,我会在这里跟您会合,您会在那里跟我会合,PERSON|LOCATION|ROLE_REVERSAL,1.0,1,我会在那里跟您会合,RETROUVER_QN_A_LIEU,OBJ_Y,vous y,FUTUR_SIMPLE,JE,VOUS,Y,,LOCATION_PERSON,,PERSON,LOCATION,ROLE_REVERSAL,seed=PC_0079; context=NONE
PC_0752,Y_CLUSTER,Y_LOCATION,D2,Ils y sont restés toute la journée.,他们在那里待了一整天,他们在那里待了一整天,我们在那里待了一整天,他们在那里只待了一小时,他们在那里工作了一整天,SUBJECT|DURATION|LEXICAL,1.3,1,他们在那里待了一整天,RESTER_A_LIEU,SINGLE_Y,y,PASSE_COMPOSE,ILS,Y,,,LOCATION,Y_SONT,SUBJECT,DURATION,LEXICAL,seed=PC_0080; context=NONE
PC_0753,Y_CLUSTER,Y_TOPIC,D1,"Aujourd'hui, j'y pense souvent.",今天，我经常想这件事,今天，我经常想这件事,今天，他经常想这件事,今天，我很少想这件事,今天，我经常谈这件事,SUBJECT|ADJUNCT|LEXICAL,1.0,1,今天，我经常想这件事,PENSER_A,SINGLE_Y,y,PRESENT,JE,Y,,,TOPIC,,SUBJECT,ADJUNCT,LEXICAL,"seed=PC_0069; context=Aujourd'hui,"
PC_0754,Y_CLUSTER,Y_EVENT,D2,"Demain, nous y participerons.",明天，我们会参加这个活动,明天，我们会参加这个活动,明天，他们会参加这个活动,明天，我们会退出这个活动,明天，我们会参加这些活动,SUBJECT|LEXICAL|NUMBER,1.0,1,明天，我们会参加这个活动,PARTICIPER_A,SINGLE_Y,y,FUTUR_SIMPLE,NOUS,Y,,,EVENT,,SUBJECT,LEXICAL,NUMBER,"seed=PC_0070; context=Demain,"
PC_0755,Y_CLUSTER,Y_TOPIC,D2,"Hier, elle y a répondu.",昨天，她对此作了回应,昨天，她对此作了回应,昨天，他对此作了回应,昨天，她对此没有回应,昨天，她对此提出了问题,SUBJECT|POLARITY|LEXICAL,1.0,1,昨天，她对此作了回应,REPONDRE_A_QCH,SINGLE_Y,y,PASSE_COMPOSE,ELLE,Y,,,TOPIC,,SUBJECT,POLARITY,LEXICAL,"seed=PC_0071; context=Hier,"
PC_0756,Y_CLUSTER,Y_TOPIC,D1,"Aujourd'hui, vous y croyez vraiment ?",今天，您真的相信这件事吗？,今天，您真的相信这件事吗？,今天，他们真的相信这件事吗？,今天，您真的怀疑这件事吗？,今天，您真的相信那些人吗？,SUBJECT|POLARITY|SEMANTIC,1.0,1,今天，您真的相信这件事吗？,CROIRE_A,SINGLE_Y,y,PRESENT,VOUS,Y,,,TOPIC,,SUBJECT,POLARITY,SEMANTIC,"seed=PC_0072; context=Aujourd'hui,"
PC_0757,Y_CLUSTER,Y_LOCATION,D1,"Aujourd'hui, il y travaille depuis un an.",今天，他在那里工作一年了,今天，他在那里工作一年了,今天，我在那里工作一年了,今天，他在那里住了一年,今天，他在那里工作一个月了,SUBJECT|LEXICAL|DURATION,1.0,1,今天，他在那里工作一年了,TRAVAILLER_A_LIEU,SINGLE_Y,y,PRESENT,IL,Y,,,LOCATION,,SUBJECT,LEXICAL,DURATION,"seed=PC_0073; context=Aujourd'hui,"
PC_0758,Y_CLUSTER,Y_LOCATION,D1,"Aujourd'hui, on y retourne demain.",今天，我们明天再去那里,今天，我们明天再去那里,今天，他们明天再去那里,今天，我们明天从那里回来,今天，我们今天再去那里,SUBJECT|DIRECTION|ADJUNCT,1.0,1,今天，我们明天再去那里,RETOURNER_A_LIEU,SINGLE_Y,y,PRESENT,ON,Y,,,LOCATION,,SUBJECT,DIRECTION,ADJUNCT,"seed=PC_0074; context=Aujourd'hui,"
PC_0759,Y_CLUSTER,COD_Y,D4,"Hier, je l'y ai mis.",昨天，我把它放那里了,昨天，我把它放那里了,昨天，我把它放这里了,昨天，我把这些放那里了,昨天，他把它放那里了,LOCATION|COD_NUMBER|SUBJECT,1.6,1,昨天，我把它放那里了,METTRE_QCH_A_LIEU,COD_Y,l'y,PASSE_COMPOSE,JE,LE_LA,Y,,LOCATION,L_Y_AI,LOCATION,COD_NUMBER,SUBJECT,"seed=PC_0075; context=Hier,"
PC_0760,Y_CLUSTER,COD_Y,D4,"Hier, elle l'y a laissé.",昨天，她把它留在那里了,昨天，她把它留在那里了,昨天，她把它留在这里了,昨天，她把这些留在那里了,昨天，我把它留在那里了,LOCATION|COD_NUMBER|SUBJECT,1.6,1,昨天，她把它留在那里了,LAISSER_QCH_A_LIEU,COD_Y,l'y,PASSE_COMPOSE,ELLE,LE_LA,Y,,LOCATION,L_Y_A,LOCATION,COD_NUMBER,SUBJECT,"seed=PC_0076; context=Hier,"
PC_0761,Y_CLUSTER,COD_Y,D4,"Hier, nous les y avons trouvés.",昨天，我们在那里找到了他们,昨天，我们在那里找到了他们,昨天，我们在这里找到了他们,昨天，我们在那里找到了他,昨天，他们在那里找到了我们,LOCATION|COD_NUMBER|ROLE_REVERSAL,1.4,1,昨天，我们在那里找到了他们,TROUVER_QN_A_LIEU,COD_Y,les y,PASSE_COMPOSE,NOUS,LES,Y,,LOCATION_PERSON,LES_Y_AVONS,LOCATION,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0077; context=Hier,"
PC_0762,Y_CLUSTER,OBJ_Y,D4,"Hier, il nous y a conduits.",昨天，他把我们带到那里了,昨天，他把我们带到那里了,昨天，他把他们带到那里了,昨天，他把我们带到这里了,昨天，我们把他带到那里了,PERSON|LOCATION|ROLE_REVERSAL,1.4,1,昨天，他把我们带到那里了,CONDUIRE_QN_A_LIEU,OBJ_Y,nous y,PASSE_COMPOSE,IL,NOUS,Y,,LOCATION_PERSON,NOUS_Y_A,PERSON,LOCATION,ROLE_REVERSAL,"seed=PC_0078; context=Hier,"
PC_0763,Y_CLUSTER,OBJ_Y,D3,"Demain, je vous y retrouverai.",明天，我会在那里跟您会合,明天，我会在那里跟您会合,明天，我会在那里跟他们会合,明天，我会在这里跟您会合,明天，您会在那里跟我会合,PERSON|LOCATION|ROLE_REVERSAL,1.0,1,明天，我会在那里跟您会合,RETROUVER_QN_A_LIEU,OBJ_Y,vous y,FUTUR_SIMPLE,JE,VOUS,Y,,LOCATION_PERSON,,PERSON,LOCATION,ROLE_REVERSAL,"seed=PC_0079; context=Demain,"
PC_0764,Y_CLUSTER,Y_LOCATION,D2,"Hier, ils y sont restés toute la journée.",昨天，他们在那里待了一整天,昨天，他们在那里待了一整天,昨天，我们在那里待了一整天,昨天，他们在那里只待了一小时,昨天，他们在那里工作了一整天,SUBJECT|DURATION|LEXICAL,1.3,1,昨天，他们在那里待了一整天,RESTER_A_LIEU,SINGLE_Y,y,PASSE_COMPOSE,ILS,Y,,,LOCATION,Y_SONT,SUBJECT,DURATION,LEXICAL,"seed=PC_0080; context=Hier,"
PC_0765,Y_CLUSTER,Y_TOPIC,D1,"Maintenant, j'y pense souvent.",现在，我经常想这件事,现在，我经常想这件事,现在，他经常想这件事,现在，我很少想这件事,现在，我经常谈这件事,SUBJECT|ADJUNCT|LEXICAL,1.0,1,现在，我经常想这件事,PENSER_A,SINGLE_Y,y,PRESENT,JE,Y,,,TOPIC,,SUBJECT,ADJUNCT,LEXICAL,"seed=PC_0069; context=Maintenant,"
PC_0766,Y_CLUSTER,Y_EVENT,D2,"Après-demain, nous y participerons.",后天，我们会参加这个活动,后天，我们会参加这个活动,后天，他们会参加这个活动,后天，我们会退出这个活动,后天，我们会参加这些活动,SUBJECT|LEXICAL|NUMBER,1.0,1,后天，我们会参加这个活动,PARTICIPER_A,SINGLE_Y,y,FUTUR_SIMPLE,NOUS,Y,,,EVENT,,SUBJECT,LEXICAL,NUMBER,"seed=PC_0070; context=Après-demain,"
PC_0767,Y_CLUSTER,Y_TOPIC,D2,"Avant-hier, elle y a répondu.",前天，她对此作了回应,前天，她对此作了回应,前天，他对此作了回应,前天，她对此没有回应,前天，她对此提出了问题,SUBJECT|POLARITY|LEXICAL,1.0,1,前天，她对此作了回应,REPONDRE_A_QCH,SINGLE_Y,y,PASSE_COMPOSE,ELLE,Y,,,TOPIC,,SUBJECT,POLARITY,LEXICAL,"seed=PC_0071; context=Avant-hier,"
PC_0768,Y_CLUSTER,Y_TOPIC,D1,"Maintenant, vous y croyez vraiment ?",现在，您真的相信这件事吗？,现在，您真的相信这件事吗？,现在，他们真的相信这件事吗？,现在，您真的怀疑这件事吗？,现在，您真的相信那些人吗？,SUBJECT|POLARITY|SEMANTIC,1.0,1,现在，您真的相信这件事吗？,CROIRE_A,SINGLE_Y,y,PRESENT,VOUS,Y,,,TOPIC,,SUBJECT,POLARITY,SEMANTIC,"seed=PC_0072; context=Maintenant,"
PC_0769,Y_CLUSTER,Y_LOCATION,D1,"Maintenant, il y travaille depuis un an.",现在，他在那里工作一年了,现在，他在那里工作一年了,现在，我在那里工作一年了,现在，他在那里住了一年,现在，他在那里工作一个月了,SUBJECT|LEXICAL|DURATION,1.0,1,现在，他在那里工作一年了,TRAVAILLER_A_LIEU,SINGLE_Y,y,PRESENT,IL,Y,,,LOCATION,,SUBJECT,LEXICAL,DURATION,"seed=PC_0073; context=Maintenant,"
PC_0770,Y_CLUSTER,Y_LOCATION,D1,"Maintenant, on y retourne demain.",现在，我们明天再去那里,现在，我们明天再去那里,现在，他们明天再去那里,现在，我们明天从那里回来,现在，我们今天再去那里,SUBJECT|DIRECTION|ADJUNCT,1.0,1,现在，我们明天再去那里,RETOURNER_A_LIEU,SINGLE_Y,y,PRESENT,ON,Y,,,LOCATION,,SUBJECT,DIRECTION,ADJUNCT,"seed=PC_0074; context=Maintenant,"
PC_0771,Y_CLUSTER,COD_Y,D4,"Avant-hier, je l'y ai mis.",前天，我把它放那里了,前天，我把它放那里了,前天，我把它放这里了,前天，我把这些放那里了,前天，他把它放那里了,LOCATION|COD_NUMBER|SUBJECT,1.6,1,前天，我把它放那里了,METTRE_QCH_A_LIEU,COD_Y,l'y,PASSE_COMPOSE,JE,LE_LA,Y,,LOCATION,L_Y_AI,LOCATION,COD_NUMBER,SUBJECT,"seed=PC_0075; context=Avant-hier,"
PC_0772,Y_CLUSTER,COD_Y,D4,"Avant-hier, elle l'y a laissé.",前天，她把它留在那里了,前天，她把它留在那里了,前天，她把它留在这里了,前天，她把这些留在那里了,前天，我把它留在那里了,LOCATION|COD_NUMBER|SUBJECT,1.6,1,前天，她把它留在那里了,LAISSER_QCH_A_LIEU,COD_Y,l'y,PASSE_COMPOSE,ELLE,LE_LA,Y,,LOCATION,L_Y_A,LOCATION,COD_NUMBER,SUBJECT,"seed=PC_0076; context=Avant-hier,"
PC_0773,Y_CLUSTER,COD_Y,D4,"Avant-hier, nous les y avons trouvés.",前天，我们在那里找到了他们,前天，我们在那里找到了他们,前天，我们在这里找到了他们,前天，我们在那里找到了他,前天，他们在那里找到了我们,LOCATION|COD_NUMBER|ROLE_REVERSAL,1.4,1,前天，我们在那里找到了他们,TROUVER_QN_A_LIEU,COD_Y,les y,PASSE_COMPOSE,NOUS,LES,Y,,LOCATION_PERSON,LES_Y_AVONS,LOCATION,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0077; context=Avant-hier,"
PC_0774,Y_CLUSTER,OBJ_Y,D4,"Avant-hier, il nous y a conduits.",前天，他把我们带到那里了,前天，他把我们带到那里了,前天，他把他们带到那里了,前天，他把我们带到这里了,前天，我们把他带到那里了,PERSON|LOCATION|ROLE_REVERSAL,1.4,1,前天，他把我们带到那里了,CONDUIRE_QN_A_LIEU,OBJ_Y,nous y,PASSE_COMPOSE,IL,NOUS,Y,,LOCATION_PERSON,NOUS_Y_A,PERSON,LOCATION,ROLE_REVERSAL,"seed=PC_0078; context=Avant-hier,"
PC_0775,Y_CLUSTER,OBJ_Y,D3,"Après-demain, je vous y retrouverai.",后天，我会在那里跟您会合,后天，我会在那里跟您会合,后天，我会在那里跟他们会合,后天，我会在这里跟您会合,后天，您会在那里跟我会合,PERSON|LOCATION|ROLE_REVERSAL,1.0,1,后天，我会在那里跟您会合,RETROUVER_QN_A_LIEU,OBJ_Y,vous y,FUTUR_SIMPLE,JE,VOUS,Y,,LOCATION_PERSON,,PERSON,LOCATION,ROLE_REVERSAL,"seed=PC_0079; context=Après-demain,"
PC_0776,Y_CLUSTER,Y_LOCATION,D2,"Avant-hier, ils y sont restés toute la journée.",前天，他们在那里待了一整天,前天，他们在那里待了一整天,前天，我们在那里待了一整天,前天，他们在那里只待了一小时,前天，他们在那里工作了一整天,SUBJECT|DURATION|LEXICAL,1.3,1,前天，他们在那里待了一整天,RESTER_A_LIEU,SINGLE_Y,y,PASSE_COMPOSE,ILS,Y,,,LOCATION,Y_SONT,SUBJECT,DURATION,LEXICAL,"seed=PC_0080; context=Avant-hier,"
PC_0777,Y_CLUSTER,Y_TOPIC,D1,"En ce moment, j'y pense souvent.",目前，我经常想这件事,目前，我经常想这件事,目前，他经常想这件事,目前，我很少想这件事,目前，我经常谈这件事,SUBJECT|ADJUNCT|LEXICAL,1.0,1,目前，我经常想这件事,PENSER_A,SINGLE_Y,y,PRESENT,JE,Y,,,TOPIC,,SUBJECT,ADJUNCT,LEXICAL,"seed=PC_0069; context=En ce moment,"
PC_0778,Y_CLUSTER,Y_EVENT,D2,"Bientôt, nous y participerons.",很快，我们会参加这个活动,很快，我们会参加这个活动,很快，他们会参加这个活动,很快，我们会退出这个活动,很快，我们会参加这些活动,SUBJECT|LEXICAL|NUMBER,1.0,1,很快，我们会参加这个活动,PARTICIPER_A,SINGLE_Y,y,FUTUR_SIMPLE,NOUS,Y,,,EVENT,,SUBJECT,LEXICAL,NUMBER,"seed=PC_0070; context=Bientôt,"
PC_0779,Y_CLUSTER,Y_TOPIC,D2,"Ce matin, elle y a répondu.",今天早上，她对此作了回应,今天早上，她对此作了回应,今天早上，他对此作了回应,今天早上，她对此没有回应,今天早上，她对此提出了问题,SUBJECT|POLARITY|LEXICAL,1.0,1,今天早上，她对此作了回应,REPONDRE_A_QCH,SINGLE_Y,y,PASSE_COMPOSE,ELLE,Y,,,TOPIC,,SUBJECT,POLARITY,LEXICAL,"seed=PC_0071; context=Ce matin,"
PC_0780,Y_CLUSTER,Y_TOPIC,D1,"En ce moment, vous y croyez vraiment ?",目前，您真的相信这件事吗？,目前，您真的相信这件事吗？,目前，他们真的相信这件事吗？,目前，您真的怀疑这件事吗？,目前，您真的相信那些人吗？,SUBJECT|POLARITY|SEMANTIC,1.0,1,目前，您真的相信这件事吗？,CROIRE_A,SINGLE_Y,y,PRESENT,VOUS,Y,,,TOPIC,,SUBJECT,POLARITY,SEMANTIC,"seed=PC_0072; context=En ce moment,"
PC_0781,Y_CLUSTER,Y_LOCATION,D1,"En ce moment, il y travaille depuis un an.",目前，他在那里工作一年了,目前，他在那里工作一年了,目前，我在那里工作一年了,目前，他在那里住了一年,目前，他在那里工作一个月了,SUBJECT|LEXICAL|DURATION,1.0,1,目前，他在那里工作一年了,TRAVAILLER_A_LIEU,SINGLE_Y,y,PRESENT,IL,Y,,,LOCATION,,SUBJECT,LEXICAL,DURATION,"seed=PC_0073; context=En ce moment,"
PC_0782,Y_CLUSTER,Y_LOCATION,D1,"En ce moment, on y retourne demain.",目前，我们明天再去那里,目前，我们明天再去那里,目前，他们明天再去那里,目前，我们明天从那里回来,目前，我们今天再去那里,SUBJECT|DIRECTION|ADJUNCT,1.0,1,目前，我们明天再去那里,RETOURNER_A_LIEU,SINGLE_Y,y,PRESENT,ON,Y,,,LOCATION,,SUBJECT,DIRECTION,ADJUNCT,"seed=PC_0074; context=En ce moment,"
PC_0783,Y_CLUSTER,COD_Y,D4,"Ce matin, je l'y ai mis.",今天早上，我把它放那里了,今天早上，我把它放那里了,今天早上，我把它放这里了,今天早上，我把这些放那里了,今天早上，他把它放那里了,LOCATION|COD_NUMBER|SUBJECT,1.6,1,今天早上，我把它放那里了,METTRE_QCH_A_LIEU,COD_Y,l'y,PASSE_COMPOSE,JE,LE_LA,Y,,LOCATION,L_Y_AI,LOCATION,COD_NUMBER,SUBJECT,"seed=PC_0075; context=Ce matin,"
PC_0784,Y_CLUSTER,COD_Y,D4,"Ce matin, elle l'y a laissé.",今天早上，她把它留在那里了,今天早上，她把它留在那里了,今天早上，她把它留在这里了,今天早上，她把这些留在那里了,今天早上，我把它留在那里了,LOCATION|COD_NUMBER|SUBJECT,1.6,1,今天早上，她把它留在那里了,LAISSER_QCH_A_LIEU,COD_Y,l'y,PASSE_COMPOSE,ELLE,LE_LA,Y,,LOCATION,L_Y_A,LOCATION,COD_NUMBER,SUBJECT,"seed=PC_0076; context=Ce matin,"
PC_0785,Y_CLUSTER,COD_Y,D4,"Ce matin, nous les y avons trouvés.",今天早上，我们在那里找到了他们,今天早上，我们在那里找到了他们,今天早上，我们在这里找到了他们,今天早上，我们在那里找到了他,今天早上，他们在那里找到了我们,LOCATION|COD_NUMBER|ROLE_REVERSAL,1.4,1,今天早上，我们在那里找到了他们,TROUVER_QN_A_LIEU,COD_Y,les y,PASSE_COMPOSE,NOUS,LES,Y,,LOCATION_PERSON,LES_Y_AVONS,LOCATION,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0077; context=Ce matin,"
PC_0786,Y_CLUSTER,OBJ_Y,D4,"Ce matin, il nous y a conduits.",今天早上，他把我们带到那里了,今天早上，他把我们带到那里了,今天早上，他把他们带到那里了,今天早上，他把我们带到这里了,今天早上，我们把他带到那里了,PERSON|LOCATION|ROLE_REVERSAL,1.4,1,今天早上，他把我们带到那里了,CONDUIRE_QN_A_LIEU,OBJ_Y,nous y,PASSE_COMPOSE,IL,NOUS,Y,,LOCATION_PERSON,NOUS_Y_A,PERSON,LOCATION,ROLE_REVERSAL,"seed=PC_0078; context=Ce matin,"
PC_0787,Y_CLUSTER,OBJ_Y,D3,"Bientôt, je vous y retrouverai.",很快，我会在那里跟您会合,很快，我会在那里跟您会合,很快，我会在那里跟他们会合,很快，我会在这里跟您会合,很快，您会在那里跟我会合,PERSON|LOCATION|ROLE_REVERSAL,1.0,1,很快，我会在那里跟您会合,RETROUVER_QN_A_LIEU,OBJ_Y,vous y,FUTUR_SIMPLE,JE,VOUS,Y,,LOCATION_PERSON,,PERSON,LOCATION,ROLE_REVERSAL,"seed=PC_0079; context=Bientôt,"
PC_0788,Y_CLUSTER,Y_LOCATION,D2,"Ce matin, ils y sont restés toute la journée.",今天早上，他们在那里待了一整天,今天早上，他们在那里待了一整天,今天早上，我们在那里待了一整天,今天早上，他们在那里只待了一小时,今天早上，他们在那里工作了一整天,SUBJECT|DURATION|LEXICAL,1.3,1,今天早上，他们在那里待了一整天,RESTER_A_LIEU,SINGLE_Y,y,PASSE_COMPOSE,ILS,Y,,,LOCATION,Y_SONT,SUBJECT,DURATION,LEXICAL,"seed=PC_0080; context=Ce matin,"
PC_0789,Y_CLUSTER,Y_TOPIC,D1,"Pour l'instant, j'y pense souvent.",目前，我经常想这件事,目前，我经常想这件事,目前，他经常想这件事,目前，我很少想这件事,目前，我经常谈这件事,SUBJECT|ADJUNCT|LEXICAL,1.0,1,目前，我经常想这件事,PENSER_A,SINGLE_Y,y,PRESENT,JE,Y,,,TOPIC,,SUBJECT,ADJUNCT,LEXICAL,"seed=PC_0069; context=Pour l'instant,"
PC_0790,Y_CLUSTER,Y_EVENT,D2,"Plus tard, nous y participerons.",之后，我们会参加这个活动,之后，我们会参加这个活动,之后，他们会参加这个活动,之后，我们会退出这个活动,之后，我们会参加这些活动,SUBJECT|LEXICAL|NUMBER,1.0,1,之后，我们会参加这个活动,PARTICIPER_A,SINGLE_Y,y,FUTUR_SIMPLE,NOUS,Y,,,EVENT,,SUBJECT,LEXICAL,NUMBER,"seed=PC_0070; context=Plus tard,"
PC_0791,Y_CLUSTER,Y_TOPIC,D2,"Hier matin, elle y a répondu.",昨天早上，她对此作了回应,昨天早上，她对此作了回应,昨天早上，他对此作了回应,昨天早上，她对此没有回应,昨天早上，她对此提出了问题,SUBJECT|POLARITY|LEXICAL,1.0,1,昨天早上，她对此作了回应,REPONDRE_A_QCH,SINGLE_Y,y,PASSE_COMPOSE,ELLE,Y,,,TOPIC,,SUBJECT,POLARITY,LEXICAL,"seed=PC_0071; context=Hier matin,"
PC_0792,Y_CLUSTER,Y_TOPIC,D1,"Pour l'instant, vous y croyez vraiment ?",目前，您真的相信这件事吗？,目前，您真的相信这件事吗？,目前，他们真的相信这件事吗？,目前，您真的怀疑这件事吗？,目前，您真的相信那些人吗？,SUBJECT|POLARITY|SEMANTIC,1.0,1,目前，您真的相信这件事吗？,CROIRE_A,SINGLE_Y,y,PRESENT,VOUS,Y,,,TOPIC,,SUBJECT,POLARITY,SEMANTIC,"seed=PC_0072; context=Pour l'instant,"
PC_0793,Y_CLUSTER,Y_LOCATION,D1,"Pour l'instant, il y travaille depuis un an.",目前，他在那里工作一年了,目前，他在那里工作一年了,目前，我在那里工作一年了,目前，他在那里住了一年,目前，他在那里工作一个月了,SUBJECT|LEXICAL|DURATION,1.0,1,目前，他在那里工作一年了,TRAVAILLER_A_LIEU,SINGLE_Y,y,PRESENT,IL,Y,,,LOCATION,,SUBJECT,LEXICAL,DURATION,"seed=PC_0073; context=Pour l'instant,"
PC_0794,Y_CLUSTER,Y_LOCATION,D1,"Pour l'instant, on y retourne demain.",目前，我们明天再去那里,目前，我们明天再去那里,目前，他们明天再去那里,目前，我们明天从那里回来,目前，我们今天再去那里,SUBJECT|DIRECTION|ADJUNCT,1.0,1,目前，我们明天再去那里,RETOURNER_A_LIEU,SINGLE_Y,y,PRESENT,ON,Y,,,LOCATION,,SUBJECT,DIRECTION,ADJUNCT,"seed=PC_0074; context=Pour l'instant,"
PC_0795,Y_CLUSTER,COD_Y,D4,"Hier matin, je l'y ai mis.",昨天早上，我把它放那里了,昨天早上，我把它放那里了,昨天早上，我把它放这里了,昨天早上，我把这些放那里了,昨天早上，他把它放那里了,LOCATION|COD_NUMBER|SUBJECT,1.6,1,昨天早上，我把它放那里了,METTRE_QCH_A_LIEU,COD_Y,l'y,PASSE_COMPOSE,JE,LE_LA,Y,,LOCATION,L_Y_AI,LOCATION,COD_NUMBER,SUBJECT,"seed=PC_0075; context=Hier matin,"
PC_0796,Y_CLUSTER,COD_Y,D4,"Hier matin, elle l'y a laissé.",昨天早上，她把它留在那里了,昨天早上，她把它留在那里了,昨天早上，她把它留在这里了,昨天早上，她把这些留在那里了,昨天早上，我把它留在那里了,LOCATION|COD_NUMBER|SUBJECT,1.6,1,昨天早上，她把它留在那里了,LAISSER_QCH_A_LIEU,COD_Y,l'y,PASSE_COMPOSE,ELLE,LE_LA,Y,,LOCATION,L_Y_A,LOCATION,COD_NUMBER,SUBJECT,"seed=PC_0076; context=Hier matin,"
PC_0797,Y_CLUSTER,COD_Y,D4,"Hier matin, nous les y avons trouvés.",昨天早上，我们在那里找到了他们,昨天早上，我们在那里找到了他们,昨天早上，我们在这里找到了他们,昨天早上，我们在那里找到了他,昨天早上，他们在那里找到了我们,LOCATION|COD_NUMBER|ROLE_REVERSAL,1.4,1,昨天早上，我们在那里找到了他们,TROUVER_QN_A_LIEU,COD_Y,les y,PASSE_COMPOSE,NOUS,LES,Y,,LOCATION_PERSON,LES_Y_AVONS,LOCATION,COD_NUMBER,ROLE_REVERSAL,"seed=PC_0077; context=Hier matin,"
PC_0798,Y_CLUSTER,OBJ_Y,D4,"Hier matin, il nous y a conduits.",昨天早上，他把我们带到那里了,昨天早上，他把我们带到那里了,昨天早上，他把他们带到那里了,昨天早上，他把我们带到这里了,昨天早上，我们把他带到那里了,PERSON|LOCATION|ROLE_REVERSAL,1.4,1,昨天早上，他把我们带到那里了,CONDUIRE_QN_A_LIEU,OBJ_Y,nous y,PASSE_COMPOSE,IL,NOUS,Y,,LOCATION_PERSON,NOUS_Y_A,PERSON,LOCATION,ROLE_REVERSAL,"seed=PC_0078; context=Hier matin,"
